id,name,brand,product_type,price,quantity,description,battery_life,features,connectivity,movement_type,power_reserve,water_resistant
950,Seiko Master 586 Line,Seiko,mechanical,9085635,1,Mẫu Seiko Master 586 Line của Seiko - thiết kế cổ điển.,,,,manual,60.0,0.0
951,Rolex Prime 873 Line,Rolex,electronic,4797273,34,Mẫu Rolex Prime 873 Line của Rolex - thiết kế hiện đại.,5.0,nfc,wifi,,,
952,Timex Prime 41 Model,Timex,mechanical,14159667,35,Mẫu Timex Prime 41 Model của Timex - thiết kế cổ điển.,,,,automatic,42.0,1.0
953,Timex Elite 548 Series,Timex,electronic,520299,44,Mẫu Timex Elite 548 Series của Timex - thiết kế hiện đại.,7.0,sleep_tracking;nfc;heart_rate;step_counter;music_control,wifi,,,
954,Citizen Eco-Drive Prime 333 Edition,Citizen Eco-Drive,mechanical,9576352,1,Mẫu Citizen Eco-Drive Prime 333 Edition của Citizen Eco-Drive - thiết kế cổ điển.,,,,manual,40.0,0.0
955,Hamilton Prime 995 Edition,Hamilton,electronic,8292136,99,Mẫu Hamilton Prime 995 Edition của Hamilton - thiết kế hiện đại.,10.0,gps;sleep_tracking;music_control;waterproof;nfc,wifi,,,
956,Timex Urban 276 Line,Timex,electronic,8934125,96,Mẫu Timex Urban 276 Line của Timex - thiết kế hiện đại.,4.0,notifications;gps,gps,,,
957,Bulova Sport 508 Model,Bulova,mechanical,7161157,22,Mẫu Bulova Sport 508 Model của Bulova - thiết kế cổ điển.,,,,automatic,60.0,0.0
958,Hamilton Prime 22 Pro,Hamilton,electronic,2862320,22,Mẫu Hamilton Prime 22 Pro của Hamilton - thiết kế hiện đại.,10.0,waterproof;heart_rate;gps;music_control,gps,,,
959,Hublot Sport 742 Z,Hublot,mechanical,2490724,96,Mẫu Hublot Sport 742 Z của Hublot - thiết kế cổ điển.,,,,automatic,60.0,1.0
960,Seiko Sport 847 Edition,Seiko,mechanical,11569963,82,Mẫu Seiko Sport 847 Edition của Seiko - thiết kế cổ điển.,,,,automatic,40.0,1.0
961,Rolex Master 962 One,Rolex,electronic,695705,1,Mẫu Rolex Master 962 One của Rolex - thiết kế hiện đại.,10.0,sleep_tracking,bluetooth,,,
962,Bulova Voyager 914 S,Bulova,mechanical,12324241,39,Mẫu Bulova Voyager 914 S của Bulova - thiết kế cổ điển.,,,,manual,48.0,1.0
963,Skagen Prime 643 Z,Skagen,mechanical,2284595,5,Mẫu Skagen Prime 643 Z của Skagen - thiết kế cổ điển.,,,,automatic,60.0,0.0
964,Patek Philippe Master 2 Line,Patek Philippe,mechanical,848013,54,Mẫu Patek Philippe Master 2 Line của Patek Philippe - thiết kế cổ điển.,,,,manual,40.0,0.0
965,Timex Heritage 704 Series,Timex,electronic,7631398,14,Mẫu Timex Heritage 704 Series của Timex - thiết kế hiện đại.,2.0,step_counter,none,,,
966,Tag Heuer Sport 370 Series,Tag Heuer,mechanical,13486004,77,Mẫu Tag Heuer Sport 370 Series của Tag Heuer - thiết kế cổ điển.,,,,automatic,40.0,0.0
967,Citizen Eco-Drive Master 696 X,Citizen Eco-Drive,electronic,2678191,85,Mẫu Citizen Eco-Drive Master 696 X của Citizen Eco-Drive - thiết kế hiện đại.,7.0,step_counter;nfc;heart_rate,none,,,
968,Swatch Prime 831 Series,Swatch,electronic,11938414,19,Mẫu Swatch Prime 831 Series của Swatch - thiết kế hiện đại.,10.0,sleep_tracking;gps,gps,,,
969,Bulova Sport 116 One,Bulova,mechanical,6698071,93,Mẫu Bulova Sport 116 One của Bulova - thiết kế cổ điển.,,,,manual,40.0,1.0
970,Tissot Master 786 X,Tissot,mechanical,5612827,63,Mẫu Tissot Master 786 X của Tissot - thiết kế cổ điển.,,,,manual,48.0,0.0
971,Citizen Eco-Drive Urban 142 Line,Citizen Eco-Drive,electronic,6056186,70,Mẫu Citizen Eco-Drive Urban 142 Line của Citizen Eco-Drive - thiết kế hiện đại.,4.0,notifications;step_counter;music_control;gps;waterproof,bluetooth,,,
972,Patek Philippe Pilot 592 Line,Patek Philippe,electronic,10694853,30,Mẫu Patek Philippe Pilot 592 Line của Patek Philippe - thiết kế hiện đại.,3.0,waterproof,bluetooth,,,
973,Bulova Master 944 Series,Bulova,mechanical,1363872,44,Mẫu Bulova Master 944 Series của Bulova - thiết kế cổ điển.,,,,manual,80.0,1.0
974,Tissot Pilot 996 X,Tissot,mechanical,4016212,28,Mẫu Tissot Pilot 996 X của Tissot - thiết kế cổ điển.,,,,automatic,72.0,1.0
975,Tissot Heritage 751 Edition,Tissot,mechanical,10593777,54,Mẫu Tissot Heritage 751 Edition của Tissot - thiết kế cổ điển.,,,,manual,36.0,0.0
976,Movado Sport 489 One,Movado,mechanical,13121916,3,Mẫu Movado Sport 489 One của Movado - thiết kế cổ điển.,,,,automatic,42.0,1.0
977,Citizen Classic 583 X,Citizen,mechanical,2670900,23,Mẫu Citizen Classic 583 X của Citizen - thiết kế cổ điển.,,,,manual,72.0,1.0
978,Omega Apex 422 Lite,Omega,electronic,6937618,82,Mẫu Omega Apex 422 Lite của Omega - thiết kế hiện đại.,7.0,step_counter,bluetooth,,,
979,Casio Voyager 770 Model,Casio,mechanical,7797784,1,Mẫu Casio Voyager 770 Model của Casio - thiết kế cổ điển.,,,,manual,80.0,0.0
980,Longines Pilot 729 Pro,Longines,electronic,13827678,64,Mẫu Longines Pilot 729 Pro của Longines - thiết kế hiện đại.,3.0,music_control;gps,none,,,
981,Invicta Heritage 974 Model,Invicta,electronic,11275454,51,Mẫu Invicta Heritage 974 Model của Invicta - thiết kế hiện đại.,5.0,waterproof,gps,,,
982,Skagen Voyager 862 Series,Skagen,mechanical,12340103,59,Mẫu Skagen Voyager 862 Series của Skagen - thiết kế cổ điển.,,,,manual,42.0,0.0
983,Hublot Master 56 Lite,Hublot,electronic,9876384,24,Mẫu Hublot Master 56 Lite của Hublot - thiết kế hiện đại.,3.0,gps,bluetooth,,,
984,Tag Heuer Classic 246 Pro,Tag Heuer,mechanical,2860026,13,Mẫu Tag Heuer Classic 246 Pro của Tag Heuer - thiết kế cổ điển.,,,,automatic,40.0,0.0
985,Omega Elite 565 Line,Omega,mechanical,9756640,4,Mẫu Omega Elite 565 Line của Omega - thiết kế cổ điển.,,,,automatic,42.0,1.0
986,Movado Classic 578 S,Movado,electronic,1162369,40,Mẫu Movado Classic 578 S của Movado - thiết kế hiện đại.,1.0,heart_rate;nfc;music_control,gps,,,
987,Tag Heuer Heritage 744 Lite,Tag Heuer,electronic,14620836,89,Mẫu Tag Heuer Heritage 744 Lite của Tag Heuer - thiết kế hiện đại.,7.0,sleep_tracking,gps,,,
988,Invicta Sport 515 Model,Invicta,electronic,843437,48,Mẫu Invicta Sport 515 Model của Invicta - thiết kế hiện đại.,4.0,heart_rate;nfc;gps;sleep_tracking;waterproof,bluetooth,,,
989,Citizen Elite 906 Line,Citizen,electronic,12208402,83,Mẫu Citizen Elite 906 Line của Citizen - thiết kế hiện đại.,2.0,sleep_tracking;waterproof,wifi,,,
990,Swatch Voyager 877 X,Swatch,mechanical,1080187,91,Mẫu Swatch Voyager 877 X của Swatch - thiết kế cổ điển.,,,,manual,40.0,1.0
991,Citizen Eco-Drive Sport 982 Model,Citizen Eco-Drive,electronic,8720062,63,Mẫu Citizen Eco-Drive Sport 982 Model của Citizen Eco-Drive - thiết kế hiện đại.,1.0,nfc,none,,,
992,Citizen Apex 97 S,Citizen,electronic,5048921,37,Mẫu Citizen Apex 97 S của Citizen - thiết kế hiện đại.,2.0,step_counter,none,,,
993,Citizen Master 728 S,Citizen,mechanical,4240189,60,Mẫu Citizen Master 728 S của Citizen - thiết kế cổ điển.,,,,manual,80.0,0.0
994,Tissot Sport 996 One,Tissot,electronic,7579755,46,Mẫu Tissot Sport 996 One của Tissot - thiết kế hiện đại.,10.0,music_control;waterproof;step_counter,wifi,,,
995,Invicta Voyager 975 Lite,Invicta,mechanical,5918405,87,Mẫu Invicta Voyager 975 Lite của Invicta - thiết kế cổ điển.,,,,manual,60.0,0.0
996,Casio Voyager 660 Edition,Casio,mechanical,11245117,31,Mẫu Casio Voyager 660 Edition của Casio - thiết kế cổ điển.,,,,automatic,40.0,1.0
997,Hamilton Voyager 409 Series,Hamilton,mechanical,3734244,59,Mẫu Hamilton Voyager 409 Series của Hamilton - thiết kế cổ điển.,,,,automatic,42.0,0.0
998,Skagen Apex 112 Series,Skagen,electronic,3113964,13,Mẫu Skagen Apex 112 Series của Skagen - thiết kế hiện đại.,4.0,waterproof;notifications;nfc;heart_rate,none,,,
999,Citizen Eco-Drive Apex 218 S,Citizen Eco-Drive,mechanical,2157733,58,Mẫu Citizen Eco-Drive Apex 218 S của Citizen Eco-Drive - thiết kế cổ điển.,,,,automatic,60.0,1.0
1000,Tissot Elite 328 One,Tissot,electronic,954187,76,Mẫu Tissot Elite 328 One của Tissot - thiết kế hiện đại.,10.0,heart_rate;music_control;nfc;waterproof,gps,,,
